date,StartStation Name,cnt
02/01/2021,"Greyhound Road, Hammersmith",21
02/01/2021,"Import Dock, Canary Wharf",21
02/01/2021,"Lancaster Gate , Bayswater",21
02/01/2021,"Philpot Street, Whitechapel",21
02/01/2021,"Reardon Street, Wapping",21
02/01/2021,"Roscoe Street, St. Luke's",21
02/01/2021,"St. Martin's Street, West End",21
02/01/2021,"Archbishop's Park, Waterloo",20
02/01/2021,"Bromley High Street, Bow",20
02/01/2021,"Cadogan Place, Knightsbridge",20
02/01/2021,"Crinan Street, King's Cross",20
02/01/2021,"East India DLR, Blackwall",20
02/01/2021,"Good's Way, King's Cross",20
02/01/2021,"Great Percy Street, Clerkenwell",20
02/01/2021,"Grosvenor Road, Pimlico",20
02/01/2021,"Howland Street, Fitzrovia",20
02/01/2021,"Kennington Oval, Oval",20
02/01/2021,"Lansdowne Road, Ladbroke Grove",20
02/01/2021,"Lavington Street, Bankside",20
02/01/2021,"Maclise Road, Olympia",20
02/01/2021,"Mile End Park Leisure Centre, Mile End",20
02/01/2021,"Normand Park, West Kensington",20
02/01/2021,"Normandy Road, Stockwell",20
02/01/2021,"Old Montague Street, Whitechapel",20
02/01/2021,"Preston's Road, Cubitt Town",20
02/01/2021,"Regency Street, Westminster",20
02/01/2021,"Royal College Street, Camden Town",20
02/01/2021,"Southern Grove, Bow",20
02/01/2021,"Stanley Grove, Battersea",20
02/01/2021,"Waterloo Station 1, Waterloo",20
02/01/2021,"Watney Street, Shadwell",20
02/01/2021,"Westfield Ariel Way, White City",20
02/01/2021,"Wright's Lane, Kensington",20
02/01/2021,"Barons Court Station, West Kensington",19
02/01/2021,"Black Prince Road, Vauxhall",19
02/01/2021,"Bourne Street, Belgravia",19
02/01/2021,"Chapel Place, Marylebone",19
02/01/2021,"Chepstow Villas, Notting Hill",19
02/01/2021,"Exhibition Road Museums 1, South Kensington",19
02/01/2021,"Furze Green, Bow",19
02/01/2021,"Harriet Street, Knightsbridge",19
02/01/2021,"Jewry Street, Aldgate",19
02/01/2021,"LMU Commercial Road, Whitechapel",19
02/01/2021,"Lisson Grove, St. John's Wood",19
02/01/2021,"Lollard Street, Vauxhall",19
02/01/2021,"Long Lane , Bermondsey",19
02/01/2021,"Malet Street, Bloomsbury",19
02/01/2021,"Pitfield Street North,Hoxton",19
02/01/2021,"Ranelagh Gardens, Fulham",19
02/01/2021,"Stebondale Street, Cubitt Town",19
02/01/2021,"Surrey Lane, Battersea",19
02/01/2021,"Tavistock Place, Bloomsbury",19
02/01/2021,"Vauxhall Walk, Vauxhall",19
02/01/2021,"Cheapside, Bank",18
02/01/2021,"Claverton Street, Pimlico",18
02/01/2021,"Clerkenwell Green, Clerkenwell",18
02/01/2021,"Cloudesley Road, Angel",18
02/01/2021,"Collingham Gardens, Earl's Court",18
02/01/2021,"Coomer Place, West Kensington",18
02/01/2021,"Drury Lane, Covent Garden",18
02/01/2021,"Empire Square, The Borough",18
02/01/2021,"Finlay Street, Fulham",18
02/01/2021,"Fire Brigade Pier, Vauxhall",18
02/01/2021,"Globe Town Market, Bethnal Green",18
02/01/2021,"Golden Square, Soho",18
02/01/2021,"Granby Street, Shoreditch",18
02/01/2021,"Hammersmith Road, Hammersmith",18
02/01/2021,"King Edward Street, St Pauls",18
02/01/2021,"Neville Gill Close, Wandsworth",18
02/01/2021,"Pembridge Villas, Notting Hill",18
02/01/2021,"Russell Square Station, Bloomsbury",18
02/01/2021,"St. Peter's Terrace, Fulham",18
02/01/2021,"Wellington Road, St. John's Wood",18
02/01/2021,"West Cromwell Road, Earl's Court",18
02/01/2021,"Westbourne Grove, Bayswater",18
02/01/2021,"Woodstock Street, Mayfair",18
02/01/2021,"Wren Street, Holborn",18
02/01/2021,"All Saints Church, Portobello",17
02/01/2021,"Baldwin Street, St. Luke's",17
02/01/2021,"Bancroft Road, Bethnal Green",17
02/01/2021,"Bank of England Museum, Bank",17
02/01/2021,"Bricklayers Arms, Borough",17
02/01/2021,"Brunswick Square, Bloomsbury",17
02/01/2021,"Bunhill Row, Moorgate",17
02/01/2021,"Campden Hill Road, Notting Hill",17
02/01/2021,"Cleaver Street, Kennington",17
02/01/2021,"Cotton Garden Estate, Kennington",17
02/01/2021,"Devonshire Square, Liverpool Street",17
02/01/2021,"Gloucester Road (North), Kensington",17
02/01/2021,"Great Marlborough Street, Soho",17
02/01/2021,"Hatton Wall, Holborn",17
02/01/2021,"High Holborn , Covent Garden",17
02/01/2021,"Imperial College, Knightsbridge",17
02/01/2021,"Imperial Road, Sands End",17
02/01/2021,"Putney Rail Station, Putney",17
02/01/2021,"Ram Street, Wandsworth",17
02/01/2021,"Royal Avenue 1, Chelsea",17
02/01/2021,"Sackville Street, Mayfair",17
02/01/2021,"Sancroft Street, Vauxhall",17
02/01/2021,"Tavistock Street, Covent Garden",17
02/01/2021,"The Metropolitan, Portobello",17
02/01/2021,"Vauxhall Street, Vauxhall",17
02/01/2021,"Vincent Street, Pimlico",17
02/01/2021,"Waterloo Station 2, Waterloo",17
02/01/2021,"Wormwood Street, Liverpool Street",17
02/01/2021,"Abbotsbury Road, Holland Park",16
02/01/2021,"Abingdon Villas, Kensington",16
02/01/2021,"Argyll Road, Kensington",16
02/01/2021,"Blackfriars Station, St. Paul's",16
02/01/2021,"Broadcasting House, Marylebone",16
02/01/2021,"Clarence Walk, Stockwell",16
02/01/2021,"Crawford Street, Marylebone",16
02/01/2021,"Earnshaw Street , Covent Garden",16
02/01/2021,"Euston Square Gardens, Euston",16
02/01/2021,"Felsham Road, Putney",16
02/01/2021,"Foley Street, Fitzrovia",16
02/01/2021,"Frith Street, Soho",16
02/01/2021,"Fulham Park Road, Fulham",16
02/01/2021,"Garnet Street, Shadwell",16
02/01/2021,"Great Dover Street, The Borough",16
02/01/2021,"Harford Street, Mile End",16
02/01/2021,"Holborn Circus, Holborn",16
02/01/2021,"Kennington Road  , Vauxhall",16
02/01/2021,"LSBU (Borough Road), Elephant & Castle",16
02/01/2021,"Lambeth Road, Vauxhall",16
02/01/2021,"Little Brook Green, Brook Green",16
02/01/2021,"Manresa Road, Chelsea",16
02/01/2021,"New Inn Yard, Shoreditch",16
02/01/2021,"North Audley Street, Mayfair",16
02/01/2021,"Paddington Street, Marylebone",16
02/01/2021,"Palissy Street, Shoreditch",16
02/01/2021,"Pancras Road, King's Cross",16
02/01/2021,"Parson's Green , Parson's Green",16
02/01/2021,"Queensbridge Road, Haggerston",16
02/01/2021,"Rainville Road, Hammersmith",16
02/01/2021,"River Street , Clerkenwell",16
02/01/2021,"Smith Square, Westminster",16
02/01/2021,"Stainsby Road , Poplar",16
02/01/2021,"Tallis Street, Temple",16
02/01/2021,"Turquoise Island, Notting Hill",16
02/01/2021,"Upper Richmond Road, Putney",16
02/01/2021,"Wells Street, Fitzrovia",16
02/01/2021,"Addison Road, Holland Park",15
02/01/2021,"Ashley Place, Victoria",15
02/01/2021,"Beaumont Street, Marylebone",15
02/01/2021,"Bell Lane, Liverpool Street",15
02/01/2021,"Borough High Street, The Borough",15
02/01/2021,"Charlbert Street, St. John's Wood",15
02/01/2021,"Charlotte Street, Fitzrovia",15
02/01/2021,"Coram Street, Bloomsbury",15
02/01/2021,"Crabtree Lane, Fulham",15
02/01/2021,"Elizabeth Bridge, Victoria",15
02/01/2021,"Everington Street, Fulham",15
02/01/2021,"Finsbury Circus, Liverpool Street",15
02/01/2021,"Ford Road, Old Ford",15
02/01/2021,"Gloucester Road (Central), South Kensington",15
02/01/2021,"Hortensia Road, West Brompton",15
02/01/2021,"Hoxton Station, Hoxton",15
02/01/2021,"Naval Row, Blackwall",15
02/01/2021,"Northington Street , Holborn",15
02/01/2021,"Queen Mother Sports Centre, Victoria",15
02/01/2021,"Rifle Place, Avondale",15
02/01/2021,"Silverthorne Road, Battersea",15
02/01/2021,"South Park, Sands End",15
02/01/2021,"Strand, Strand",15
02/01/2021,"Swan Street, The Borough",15
02/01/2021,"Wenlock Road , Hoxton",15
02/01/2021,"West Kensington Station, West Kensington",15
02/01/2021,"Westbridge Road, Battersea",15
02/01/2021,"William IV Street, Strand",15
02/01/2021,"Windsor Terrace, Hoxton",15
02/01/2021,"Aintree Street, Fulham",14
02/01/2021,"Arlington Road, Camden Town",14
02/01/2021,"Bankside Mix, Bankside",14
02/01/2021,"Belgrave Square, Belgravia",14
02/01/2021,"Belvedere Road 2, South Bank",14
02/01/2021,"Chadwell Street, Angel",14
02/01/2021,"Charing Cross Hospital, Hammersmith",14
02/01/2021,"Charles II Street, West End",14
02/01/2021,"Concert Hall Approach 2, South Bank",14
02/01/2021,"Denyer Street, Knightsbridge",14
02/01/2021,"Devons Road, Bow",14
02/01/2021,"Dickens Square, Borough",14
02/01/2021,"East Ferry Road, Cubitt Town",14
02/01/2021,"Edgware Road Station, Marylebone",14
02/01/2021,"Finsbury Leisure Centre, St. Luke's",14
02/01/2021,"Fournier Street, Whitechapel",14
02/01/2021,"Grant Road East, Clapham Junction",14
02/01/2021,"Harper Road, The Borough",14
02/01/2021,"Lexham Gardens, Kensington",14
02/01/2021,"Margery Street, Clerkenwell",14
02/01/2021,"Merchant Street, Bow",14
02/01/2021,"Moorfields, Moorgate",14
02/01/2021,"Nevern Place, Earl's Court",14
02/01/2021,"Newby Place, Poplar",14
02/01/2021,"Norton Folgate, Liverpool Street",14
02/01/2021,"Old Brompton Road, South Kensington",14
02/01/2021,"Pont Street, Knightsbridge",14
02/01/2021,"Portland Place, Marylebone",14
02/01/2021,"Queen Mary's, Mile End",14
02/01/2021,"Queen's Gate (Central), South Kensington",14
02/01/2021,"Red Lion Street, Holborn",14
02/01/2021,"Risinghill Street, Angel",14
02/01/2021,"Shepherd's Bush Road North, Shepherd's Bush",14
02/01/2021,"South Wharf Road, Paddington",14
02/01/2021,"Southwark Station 1, Southwark",14
02/01/2021,"St. Bride Street, Holborn",14
02/01/2021,"St. John's Park, Cubitt Town",14
02/01/2021,"Star Road, West Kensington",14
02/01/2021,"All Saints' Road, Portobello",13
02/01/2021,"Antill Road, Mile End",13
02/01/2021,"Berry Street, Clerkenwell",13
02/01/2021,"Bethnal Green Garden, Bethnal Green",13
02/01/2021,"Borough Road, Elephant & Castle",13
02/01/2021,"Bradmead, Battersea Park",13
02/01/2021,"Brick Lane Market, Shoreditch",13
02/01/2021,"Broadwick Street, Soho",13
02/01/2021,"Calshot Street , King's Cross",13
02/01/2021,"Carnegie Street, King's Cross",13
02/01/2021,"Chelsea Green, Chelsea",13
02/01/2021,"Claremont Square, Angel",13
02/01/2021,"Ebury Bridge, Pimlico",13
02/01/2021,"Guilford Street , Bloomsbury",13
02/01/2021,"Hansard Mews, Holland Park",13
02/01/2021,"Harrington Square 2, Camden Town",13
02/01/2021,"Hawley Crescent, Camden Town",13
02/01/2021,"Heath Road, Battersea",13
02/01/2021,"Hermitage Court, Wapping",13
02/01/2021,"Knaresborough Place, Earl's Court",13
02/01/2021,"Macclesfield Rd, St Lukes",13
02/01/2021,"Mallory Street, Marylebone",13
02/01/2021,"Natural History Museum, South Kensington",13
02/01/2021,"New Cavendish Street, Marylebone",13
02/01/2021,"Notting Hill Gate Station, Notting Hill",13
02/01/2021,"Orbel Street, Battersea",13
02/01/2021,"Queensdale Road, Shepherd's Bush",13
02/01/2021,"Spindrift Avenue, Millwall",13
02/01/2021,"St. Luke's Church, Chelsea",13
02/01/2021,"Stamford Street, South Bank",13
02/01/2021,"Theobald's Road , Holborn",13
02/01/2021,"Union Grove, Wandsworth Road",13
02/01/2021,"Watney Market, Stepney",13
02/01/2021,"Wellington Row, Bethnal Green",13
02/01/2021,"West Smithfield Rotunda, Farringdon",13
02/01/2021,"Westbourne Park Road, Portobello",13
02/01/2021,"Westminster University, Marylebone",13
02/01/2021,"Aberfeldy Street, Poplar",12
02/01/2021,"Abyssinia Close, Clapham Junction",12
02/01/2021,"Albany Street, The Regent's Park",12
02/01/2021,"Aston Street, Stepney",12
02/01/2021,"Aylward Street, Stepney",12
02/01/2021,"Belgrave Road, Victoria",12
02/01/2021,"Bruton Street, Mayfair",12
02/01/2021,"Christian Street, Whitechapel",12
02/01/2021,"Clifford Street, Mayfair",12
02/01/2021,"Columbia Road, Shoreditch",12
02/01/2021,"Culvert Road, Battersea",12
02/01/2021,"Endsleigh Gardens, Euston",12
02/01/2021,"Farringdon Lane, Clerkenwell",12
02/01/2021,"Great Russell Street, Bloomsbury",12
02/01/2021,"Great Titchfield Street, Fitzrovia",12
02/01/2021,"Gwendwr Road, West Kensington",12
02/01/2021,"Holden Street, Battersea",12
02/01/2021,"Houndsditch, Aldgate",12
02/01/2021,"Humbolt Road, Fulham",12
02/01/2021,"Ilchester Place, Kensington",12
02/01/2021,"Leonard Circus , Shoreditch",12
02/01/2021,"Lindfield Street, Poplar",12
02/01/2021,"Michael Road, Walham Green",12
02/01/2021,"New North Road 2, Hoxton",12
02/01/2021,"Nutford Place, Marylebone",12
02/01/2021,"Parsons Green Station, Parsons Green",12
02/01/2021,"Rectory Square, Stepney",12
02/01/2021,"Red Lion Square, Holborn",12
02/01/2021,"Salmon Lane, Limehouse",12
02/01/2021,"St. John Street, Finsbury",12
02/01/2021,"Stewart's Road, Wandsworth Road",12
02/01/2021,"Torrens Street, Angel",12
02/01/2021,"Union Street, The Borough",12
02/01/2021,"Whiston Road, Haggerston",12
02/01/2021,"York Way, Kings Cross",12
02/01/2021,"Ackroyd Drive, Bow",11
02/01/2021,"Albert Embankment, Vauxhall",11
02/01/2021,"Ashley Crescent, Battersea",11
02/01/2021,"Belford House, Haggerston",11
02/01/2021,"Beryl Road, Hammersmith",11
02/01/2021,"Bishop's Bridge Road East, Bayswater",11
02/01/2021,"Blenheim Crescent, Ladbroke Grove",11
02/01/2021,"Blythe Road West, Shepherd's Bush",11
02/01/2021,"Bow Road Station, Bow",11
02/01/2021,"Canton Street, Poplar",11
02/01/2021,"Eaton Square, Belgravia",11
02/01/2021,"Elysium Place, Fulham",11
02/01/2021,"Farringdon Street, Holborn",11
02/01/2021,"Fawcett Close, Battersea",11
02/01/2021,"Gloucester Terrace, Bayswater",11
02/01/2021,"Goswell Road (City Uni), Finsbury",11
02/01/2021,"Hoxton Street, Hoxton",11
02/01/2021,"Kennington Station, Kennington",11
02/01/2021,"Ladbroke Grove Central, Ladbroke Grove",11
02/01/2021,"London Zoo Car Park, The Regent's Park",11
02/01/2021,"Lower Thames Street, Monument",11
02/01/2021,"Manbre Road, Hammersmith",11
02/01/2021,"Morie Street, Wandsworth",11
02/01/2021,"Murray Grove , Hoxton",11
02/01/2021,"North Wharf Road, Paddington",11
02/01/2021,"Osiers Road, Wandsworth",11
02/01/2021,"Sadlers Sports Centre, Finsbury",11
02/01/2021,"Scala Street, Fitzrovia",11
02/01/2021,"Sea Containers, South Bank",11
02/01/2021,"Selby Street, Whitechapel",11
02/01/2021,"Shouldham Street, Marylebone",11
02/01/2021,"Snow Hill, Farringdon",11
02/01/2021,"Southwick Street, Paddington",11
02/01/2021,"St Martins Close, Camden Town",11
02/01/2021,"Tyers Gate, Bermondsey",11
02/01/2021,"York Hall, Bethnal Green",11
02/01/2021,"Alfreda Street, Battersea Park",10
02/01/2021,"Alpha Grove, Millwall",10
02/01/2021,"British Museum, Bloomsbury",10
02/01/2021,"Brook Green South, Brook Green",10
02/01/2021,"City Road, Angel",10
02/01/2021,"Cromer Street, Bloomsbury",10
02/01/2021,"Gaywood  Street, Elephant & Castle",10
02/01/2021,"Howick Place, Westminster",10
02/01/2021,"Ingrave Street, Clapham Junction",10
02/01/2021,"Lincoln's Inn Fields, Holborn",10
02/01/2021,"Mostyn Grove, Bow",10
02/01/2021,"New North Road 1, Hoxton",10
02/01/2021,"Peterborough Road, Sands End",10
02/01/2021,"Princedale Road , Holland Park",10
02/01/2021,"Rossmore Road, Marylebone",10
02/01/2021,"Smugglers Way, Wandsworth",10
02/01/2021,"South Parade, Chelsea",10
02/01/2021,"St. Chad's Street, King's Cross",10
02/01/2021,"Store Street, Bloomsbury",10
02/01/2021,"Teversham Lane, Stockwell",10
02/01/2021,"Upcerne Road, West Chelsea",10
02/01/2021,"Walmer Road, Avondale",10
02/01/2021,"Wendon Street, Old Ford",10
02/01/2021,"Westminster Bridge Road, Elephant & Castle",10
02/01/2021,"Abbey Orchard Street, Westminster",9
02/01/2021,"Barbican Centre, Barbican",9
02/01/2021,"Broomhouse Lane, Parsons Green",9
02/01/2021,"Charlotte Terrace, Angel",9
02/01/2021,"Cheshire Street, Bethnal Green",9
02/01/2021,"Cleveland Gardens, Bayswater",9
02/01/2021,"Doric Way , Somers Town",9
02/01/2021,"Dorset Square, Marylebone",9
02/01/2021,"Finnis Street, Bethnal Green",9
02/01/2021,"George Street, Marylebone",9
02/01/2021,"Geraldine Street, Elephant & Castle",9
02/01/2021,"Great Suffolk Street, The Borough",9
02/01/2021,"Grenfell Road, Avondale",9
02/01/2021,"Langdon Park, Poplar",9
02/01/2021,"Northfields, Wandsworth",9
02/01/2021,"Ossulston Street, Somers Town",9
02/01/2021,"Pitfield Street Central, Hoxton",9
02/01/2021,"Southwark Station 2, Southwark",9
02/01/2021,"St. Mary & St. Michael Church, Stepney",9
02/01/2021,"The Guildhall, Guildhall",9
02/01/2021,"Victoria & Albert Museum, South Kensington",9
02/01/2021,"Victory Place, Walworth",9
02/01/2021,"Westfield Southern Terrace ,Shepherd's Bush",9
02/01/2021,"Wood Street, Guildhall",9
02/01/2021,"World's End Place, West Chelsea",9
02/01/2021,"Wynne Road, Stockwell",9
02/01/2021,"Aberdeen Place, St. John's Wood",8
02/01/2021,"BBC White City, White City",8
02/01/2021,"Baker Street, Marylebone",8
02/01/2021,"Birkenhead Street, King's Cross",8
02/01/2021,"Chancery Lane, Holborn",8
02/01/2021,"Clarkson Street, Bethnal Green",8
02/01/2021,"Curzon Street, Mayfair",8
02/01/2021,"East Road, Hoxton",8
02/01/2021,"Euston Road, Euston",8
02/01/2021,"Finsbury Library , Finsbury",8
02/01/2021,"Fisherman's Walk West, Canary Wharf",8
02/01/2021,"Greenberry Street, St.John's Wood",8
02/01/2021,"Hatton Garden, Holborn",8
02/01/2021,"Here East South, Queen Elizabeth Olympic Park",8
02/01/2021,"Horseferry Road, Westminster",8
02/01/2021,"Lord's, St. John's Wood",8
02/01/2021,"Mexfield Road, East Putney",8
02/01/2021,"Millennium Hotel, Mayfair",8
02/01/2021,"Montserrat Road , Putney",8
02/01/2021,"New Fetter Lane, Holborn",8
02/01/2021,"Orsett Terrace, Bayswater",8
02/01/2021,"Prince Consort Road, Knightsbridge",8
02/01/2021,"Princes Square, Bayswater",8
02/01/2021,"Sheepcote Lane, Battersea",8
02/01/2021,"Vicarage Gate, Kensington",8
02/01/2021,"Vincent Square, Westminster",8
02/01/2021,"Worship Street, Shoreditch",8
02/01/2021,"Arundel Street, Temple",7
02/01/2021,"Clarendon Road, Avondale",7
02/01/2021,"Concert Hall Approach 1, South Bank",7
02/01/2021,"Fanshaw Street, Hoxton",7
02/01/2021,"Farm Street, Mayfair",7
02/01/2021,"Finsbury Square , Moorgate",7
02/01/2021,"Freston Road, Avondale",7
02/01/2021,"Greycoat Street , Westminster",7
02/01/2021,"Grosvenor Crescent, Belgravia",7
02/01/2021,"Here East North, Queen Elizabeth Olympic Park",7
02/01/2021,"Heron Quays DLR, Canary Wharf",7
02/01/2021,"Hewison Street, Old Ford",7
02/01/2021,"Holy Trinity Brompton, Knightsbridge",7
02/01/2021,"Hurlingham Park, Parsons Green",7
02/01/2021,"Irene Road, Parsons Green",7
02/01/2021,"Jubilee Crescent, Cubitt Town",7
02/01/2021,"Kensington Olympia Station, Olympia",7
02/01/2021,"Kensington Town Hall, Kensington",7
02/01/2021,"King Edward Walk, Waterloo",7
02/01/2021,"Mudchute DLR, Cubitt Town",7
02/01/2021,"Nantes Close, Wandsworth",7
02/01/2021,"Northdown Street, King's Cross",7
02/01/2021,"Paddington Green, Paddington",7
02/01/2021,"Pennington Street, Wapping",7
02/01/2021,"Percival Street, Finsbury",7
02/01/2021,"Plough Terrace, Clapham Junction",7
02/01/2021,"Rochester Row, Westminster",7
02/01/2021,"Sail Street, Vauxhall",7
02/01/2021,"Santos Road, Wandsworth",7
02/01/2021,"Seville Street, Knightsbridge",7
02/01/2021,"South Audley Street, Mayfair",7
02/01/2021,"Spencer Park, Wandsworth Common",7
02/01/2021,"St. George Street, Mayfair",7
02/01/2021,"Taviton Street, Bloomsbury",7
02/01/2021,"Thurtle road, Haggerston",7
02/01/2021,"Bedford Way, Bloomsbury",6
02/01/2021,"Bell Street , Marylebone",6
02/01/2021,"Boston Place, Marylebone",6
02/01/2021,"Broadley Terrace, Marylebone",6
02/01/2021,"Bury Place, Holborn",6
02/01/2021,"Buxton Street 1, Shoreditch",6
02/01/2021,"Disraeli Road, Putney",6
02/01/2021,"Eversholt Street , Camden Town",6
02/01/2021,"Hollybush Gardens, Bethnal Green",6
02/01/2021,"Jubilee Street, Stepney",6
02/01/2021,"Lancaster Drive, Blackwall",6
02/01/2021,"New Spring Gardens Walk, Vauxhall",6
02/01/2021,"Russell Gardens, Olympia",6
02/01/2021,"Southampton Place, Holborn",6
02/01/2021,"Southwark Street, Bankside",6
02/01/2021,"St. Mary Axe, Aldgate",6
02/01/2021,"Sugden Road, Clapham",6
02/01/2021,"Tate Modern, Bankside",6
02/01/2021,"Thorndike Close, West Chelsea",6
02/01/2021,"Alma Road, Wandsworth",5
02/01/2021,"Colombo Street, Southwark",5
02/01/2021,"Esmond Street, Putney",5
02/01/2021,"Fashion Street, Whitechapel",5
02/01/2021,"Grafton Street, Mayfair",5
02/01/2021,"Marloes Road, Kensington",5
02/01/2021,"Millharbour, Millwall",5
02/01/2021,"Newton Street, Covent Garden",5
02/01/2021,"Penfold Street, Marylebone",5
02/01/2021,"Rathbone Street, Fitzrovia",5
02/01/2021,"Sumner Place, South Kensington",5
02/01/2021,"Bouverie Street, Temple",4
02/01/2021,"Butler Place, Westminster",4
02/01/2021,"Cantrell Road, Bow",4
02/01/2021,"Clifton Street, Shoreditch",4
02/01/2021,"Drummond Street , Euston",4
02/01/2021,"Fore Street Avenue, Guildhall",4
02/01/2021,"Hardwick Street, Clerkenwell",4
02/01/2021,"Harrington Square 1, Camden Town",4
02/01/2021,"Houghton Street, Strand",4
02/01/2021,"Kings Gate House, Westminster",4
02/01/2021,"Limburg Road, Clapham Junction",4
02/01/2021,"Oxford Road, Putney",4
02/01/2021,"Carey Street, Holborn",3
02/01/2021,"Colet Gardens, Hammersmith",3
02/01/2021,"Evesham Street, Avondale",3
02/01/2021,"Killick Street, King's Cross",3
02/01/2021,"Malmesbury Road, Bow",3
02/01/2021,"Museum of London, Barbican",3
02/01/2021,"Sardinia Street, Holborn",3
02/01/2021,"Spanish Road, Clapham Junction",3
02/01/2021,"Teviot Street, Poplar",3
02/01/2021,"Breams Buildings, Holborn",2
02/01/2021,"Christopher Street, Liverpool Street",2
02/01/2021,"Fore Street, Guildhall",2
02/01/2021,"Kingsway Southbound, Strand",2
02/01/2021,"Lansdowne Walk, Ladbroke Grove",2
02/01/2021,"Pindar Street, Liverpool Street",2
02/01/2021,"Stonecutter Street, Holborn",2
02/01/2021,"Sirdar Road, Avondale",1
02/01/2021,"Stanhope Gate, Mayfair",1
03/01/2021,"Hyde Park Corner, Hyde Park",152
03/01/2021,"Westminster Pier, Westminster",109
03/01/2021,"Wellington Arch, Hyde Park",103
03/01/2021,"Black Lion Gate, Kensington Gardens",100
03/01/2021,"Regent's Row , Haggerston ",97
03/01/2021,"Serpentine Car Park, Hyde Park",97
03/01/2021,"Albert Gate, Hyde Park",83
03/01/2021,"Aquatic Centre, Queen Elizabeth Olympic Park",75
03/01/2021,"Triangle Car Park, Hyde Park",68
03/01/2021,"Palace Gate, Kensington Gardens",66
03/01/2021,"Battersea Power Station, Battersea Park",65
03/01/2021,"Tower Gardens , Tower",64
03/01/2021,"Queen's Circus, Battersea Park",58
03/01/2021,"Bonner Gate, Victoria Park",57
03/01/2021,"Hop Exchange, The Borough",54
03/01/2021,"Oval Way, Vauxhall",54
03/01/2021,"Islington Green, Angel",53
03/01/2021,"Jubilee Plaza, Canary Wharf",53
03/01/2021,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",53
03/01/2021,"Rotherhithe Roundabout, Rotherhithe",53
03/01/2021,"Dunston Road , Haggerston",52
03/01/2021,"Flamborough Street, Limehouse",51
03/01/2021,"Saunders Ness Road, Cubitt Town",51
03/01/2021,"Storey's Gate, Westminster",51
03/01/2021,"Tooley Street, Bermondsey",51
03/01/2021,"Kennington Lane Rail Bridge, Vauxhall",50
03/01/2021,"Queensway, Kensington Gardens",49
03/01/2021,"Westferry Circus, Canary Wharf",48
03/01/2021,"Milroy Walk, South Bank",47
03/01/2021,"Park Road (Baker Street), The Regent's Park",46
03/01/2021,"Haggerston Road, Haggerston",45
03/01/2021,"London Zoo,  The Regent's Park",45
03/01/2021,"Westferry DLR, Limehouse",45
03/01/2021,"Whitehall Place, Strand",45
03/01/2021,"Craven Street, Strand",43
03/01/2021,"George Row, Bermondsey",43
03/01/2021,"Green Park Station, Mayfair",43
03/01/2021,"Curlew Street, Shad Thames",42
03/01/2021,"Gunmakers Lane, Old Ford",41
03/01/2021,"Jubilee Gardens, South Bank",41
03/01/2021,"Queen Street 2, Bank",41
03/01/2021,"Temple Gardens, Temple",41
03/01/2021,"East Village, Queen Elizabeth Olympic Park",39
03/01/2021,"Bayswater Road, Hyde Park",38
03/01/2021,"Bramham Gardens, Earl's Court",38
03/01/2021,"Green Street, Mayfair",38
03/01/2021,"Prince Albert Road, The Regent's Park",38
03/01/2021,"Warren Street Station, Euston",38
03/01/2021,"Albert Bridge Road, Battersea Park",37
03/01/2021,"Castlehaven Road, Camden Town",37
03/01/2021,"Chelsea Bridge, Pimlico",37
03/01/2021,"Duke Street Hill, London Bridge",37
03/01/2021,"Eagle Wharf Road, Hoxton",37
03/01/2021,"Ethelburga Estate, Battersea Park",37
03/01/2021,"Gas Holders, Battersea Park",37
03/01/2021,"Limerston Street, West Chelsea",37
03/01/2021,"Sutton Street, Shadwell",37
03/01/2021,"Timber Lodge, Queen Elizabeth Olympic Park",37
03/01/2021,"Maida Vale, Maida Vale",35
03/01/2021,"Podium, Queen Elizabeth Olympic Park",35
03/01/2021,"Warwick Avenue Station, Maida Vale",35
03/01/2021,"Fournier Street, Whitechapel",34
03/01/2021,"Tower Wharf, Bermondsey",34
03/01/2021,"Bishop's Bridge Road West, Bayswater",33
03/01/2021,"Cleveland Way, Stepney",33
03/01/2021,"De Vere Gardens, Kensington",33
03/01/2021,"Lambeth Palace Road, Waterloo",33
03/01/2021,"Strata, Elephant & Castle",33
03/01/2021,"Twig Folly Bridge, Mile End",33
03/01/2021,"Buckingham Gate, Westminster",32
03/01/2021,"Hampstead Road, Euston",32
03/01/2021,"Hinde Street, Marylebone",32
03/01/2021,"Little Argyll Street, West End",32
03/01/2021,"Porchester Place, Paddington",32
03/01/2021,"Queen's Gate (North), Kensington",32
03/01/2021,"Saltoun Road, Brixton",32
03/01/2021,"Wapping Lane, Wapping",32
03/01/2021,"Bishop's Avenue, Fulham",31
03/01/2021,"Riverlight North, Nine Elms",31
03/01/2021,"Watney Street, Shadwell",31
03/01/2021,"Alderney Street, Pimlico",30
03/01/2021,"Brushfield Street, Liverpool Street",30
03/01/2021,"Cheapside, Bank",30
03/01/2021,"Knightsbridge, Hyde Park",30
03/01/2021,"Riverlight South, Nine Elms",30
03/01/2021,"South Lambeth Road, Vauxhall",30
03/01/2021,"Woodstock Grove, Shepherd's Bush",30
03/01/2021,"Charlbert Street, St. John's Wood",29
03/01/2021,"Driffield Road, Old Ford",29
03/01/2021,"Liverpool Road (N1 Centre), Angel",29
