date,StartStation Name,cnt
05/01/2021,"Sandilands Road, Walham Green",10
05/01/2021,"Shouldham Street, Marylebone",10
05/01/2021,"Sopwith Way, Battersea Park",10
05/01/2021,"Stanley Grove, Battersea",10
05/01/2021,"Tanner Street, Bermondsey",10
05/01/2021,"Teversham Lane, Stockwell",10
05/01/2021,"The Metropolitan, Portobello",10
05/01/2021,"Trebovir Road, Earl's Court",10
05/01/2021,"Union Street, The Borough",10
05/01/2021,"Vincent Square, Westminster",10
05/01/2021,"Vincent Street, Pimlico",10
05/01/2021,"Worship Street, Shoreditch",10
05/01/2021,"Ampton Street , Clerkenwell",9
05/01/2021,"Ashley Place, Victoria",9
05/01/2021,"Bedford Way, Bloomsbury",9
05/01/2021,"Belford House, Haggerston",9
05/01/2021,"Belgrave Square, Belgravia",9
05/01/2021,"Bell Street , Marylebone",9
05/01/2021,"Campden Hill Road, Notting Hill",9
05/01/2021,"Claremont Square, Angel",9
05/01/2021,"Cleaver Street, Kennington",9
05/01/2021,"Cleveland Gardens, Bayswater",9
05/01/2021,"Curzon Street, Mayfair",9
05/01/2021,"Eaton Square, Belgravia",9
05/01/2021,"Eel Brook Common, Walham Green",9
05/01/2021,"Fawcett Close, Battersea",9
05/01/2021,"Felsham Road, Putney",9
05/01/2021,"Garnet Street, Shadwell",9
05/01/2021,"George Place Mews, Marylebone",9
05/01/2021,"Greenland Road, Camden Town",9
05/01/2021,"Gunmakers Lane, Old Ford",9
05/01/2021,"Harford Street, Mile End",9
05/01/2021,"Hatton Garden, Holborn",9
05/01/2021,"Holland Park, Kensington",9
05/01/2021,"Irene Road, Parsons Green",9
05/01/2021,"King Edward Walk, Waterloo",9
05/01/2021,"LSBU (Borough Road), Elephant & Castle",9
05/01/2021,"Lancaster Gate , Bayswater",9
05/01/2021,"Langdon Park, Poplar",9
05/01/2021,"Long Lane , Bermondsey",9
05/01/2021,"Mile End Park Leisure Centre, Mile End",9
05/01/2021,"Murray Grove , Hoxton",9
05/01/2021,"Nevern Place, Earl's Court",9
05/01/2021,"New Globe Walk, Bankside",9
05/01/2021,"Ontario Street, Elephant & Castle",9
05/01/2021,"Parsons Green Station, Parsons Green",9
05/01/2021,"Princedale Road , Holland Park",9
05/01/2021,"Queen Victoria Street, St. Paul's",9
05/01/2021,"Queensdale Road, Shepherd's Bush",9
05/01/2021,"Rathbone Street, Fitzrovia",9
05/01/2021,"Royal Avenue 2, Chelsea",9
05/01/2021,"Royal College Street, Camden Town",9
05/01/2021,"Sancroft Street, Vauxhall",9
05/01/2021,"Shoreditch Court, Haggerston",9
05/01/2021,"South Park, Sands End",9
05/01/2021,"Southampton Place, Holborn",9
05/01/2021,"Stewart's Road, Wandsworth Road",9
05/01/2021,"Tachbrook Street, Victoria",9
05/01/2021,"Triangle Car Park, Hyde Park",9
05/01/2021,"Warwick Avenue Station, Maida Vale",9
05/01/2021,"Wendon Street, Old Ford",9
05/01/2021,"Westbourne Park Road, Portobello",9
05/01/2021,"Westferry Circus, Canary Wharf",9
05/01/2021,"Wood Street, Guildhall",9
05/01/2021,"Abyssinia Close, Clapham Junction",8
05/01/2021,"Argyll Road, Kensington",8
05/01/2021,"Bayley Street , Bloomsbury",8
05/01/2021,"Brook Green South, Brook Green",8
05/01/2021,"Caldwell Street, Stockwell",8
05/01/2021,"Calshot Street , King's Cross",8
05/01/2021,"Cantrell Road, Bow",8
05/01/2021,"Chadwell Street, Angel",8
05/01/2021,"Charlbert Street, St. John's Wood",8
05/01/2021,"Clarendon Road, Avondale",8
05/01/2021,"Courland Grove, Wandsworth Road",8
05/01/2021,"Culvert Road, Battersea",8
05/01/2021,"East Village, Queen Elizabeth Olympic Park",8
05/01/2021,"Farringdon Lane, Clerkenwell",8
05/01/2021,"Fire Brigade Pier, Vauxhall",8
05/01/2021,"Fore Street, Guildhall",8
05/01/2021,"Fournier Street, Whitechapel",8
05/01/2021,"Gwendwr Road, West Kensington",8
05/01/2021,"Hermitage Court, Wapping",8
05/01/2021,"Hertford Road, De Beauvoir Town",8
05/01/2021,"Holden Street, Battersea",8
05/01/2021,"Hoxton Station, Hoxton",8
05/01/2021,"Jubilee Plaza, Canary Wharf",8
05/01/2021,"Kennington Road  , Vauxhall",8
05/01/2021,"Lancaster Drive, Blackwall",8
05/01/2021,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",8
05/01/2021,"Lightermans Road, Millwall",8
05/01/2021,"Liverpool Road (N1 Centre), Angel",8
05/01/2021,"Merchant Street, Bow",8
05/01/2021,"Mexfield Road, East Putney",8
05/01/2021,"Michael Road, Walham Green",8
05/01/2021,"Newton Street, Covent Garden",8
05/01/2021,"Panton Street, West End",8
05/01/2021,"Park Lane, Mayfair",8
05/01/2021,"Parkway, Camden Town",8
05/01/2021,"Queen's Gate (Central), South Kensington",8
05/01/2021,"Rainville Road, Hammersmith",8
05/01/2021,"Russell Gardens, Olympia",8
05/01/2021,"Sea Containers, South Bank",8
05/01/2021,"Shoreditch High Street, Shoreditch",8
05/01/2021,"Sidney Road, Stockwell",8
05/01/2021,"Southwick Street, Paddington",8
05/01/2021,"St. John's Wood Road, St. John's Wood",8
05/01/2021,"Stanhope Gate, Mayfair",8
05/01/2021,"Star Road, West Kensington",8
05/01/2021,"Surrey Lane, Battersea",8
05/01/2021,"Swan Street, The Borough",8
05/01/2021,"Tavistock Street, Covent Garden",8
05/01/2021,"Vauxhall Walk, Vauxhall",8
05/01/2021,"Wardour Street, Soho",8
05/01/2021,"Wellington Row, Bethnal Green",8
05/01/2021,"Wells Street, Fitzrovia",8
05/01/2021,"Westfield Southern Terrace ,Shepherd's Bush",8
05/01/2021,"Westminster University, Marylebone",8
05/01/2021,"Aberdeen Place, St. John's Wood",7
05/01/2021,"Abingdon Villas, Kensington",7
05/01/2021,"All Saints' Road, Portobello",7
05/01/2021,"Battersea Church Road, Battersea",7
05/01/2021,"Belvedere Road 2, South Bank",7
05/01/2021,"Bethnal Green Garden, Bethnal Green",7
05/01/2021,"Bishop's Avenue, Fulham",7
05/01/2021,"Bouverie Street, Temple",7
05/01/2021,"Buxton Street 1, Shoreditch",7
05/01/2021,"Canada Water Station, Rotherhithe",7
05/01/2021,"Carnegie Street, King's Cross",7
05/01/2021,"Cephas Street, Bethnal Green",7
05/01/2021,"Charles II Street, West End",7
05/01/2021,"Charlotte Terrace, Angel",7
05/01/2021,"Clifton Street, Shoreditch",7
05/01/2021,"Crisp Road, Hammersmith",7
05/01/2021,"Disraeli Road, Putney",7
05/01/2021,"Dorset Square, Marylebone",7
05/01/2021,"Euston Road, Euston",7
05/01/2021,"Evesham Street, Avondale",7
05/01/2021,"Fashion Street, Whitechapel",7
05/01/2021,"Finsbury Library , Finsbury",7
05/01/2021,"Fisherman's Walk West, Canary Wharf",7
05/01/2021,"Frampton Street, Paddington",7
05/01/2021,"Gloucester Avenue, Camden Town",7
05/01/2021,"Godliman Street, St. Paul's",7
05/01/2021,"Goswell Road (City Uni), Finsbury",7
05/01/2021,"Greyhound Road, Hammersmith",7
05/01/2021,"Grosvenor Road, Pimlico",7
05/01/2021,"Hansard Mews, Holland Park",7
05/01/2021,"Holy Trinity Brompton, Knightsbridge",7
05/01/2021,"Howick Place, Westminster",7
05/01/2021,"Hurlingham Park, Parsons Green",7
05/01/2021,"Jubilee Gardens, South Bank",7
05/01/2021,"Kennington Station, Kennington",7
05/01/2021,"King Edward Street, St Pauls",7
05/01/2021,"Ladbroke Grove Central, Ladbroke Grove",7
05/01/2021,"Lavington Street, Bankside",7
05/01/2021,"Lisson Grove, St. John's Wood",7
05/01/2021,"London Zoo,  The Regent's Park",7
05/01/2021,"Lots Road, West Chelsea",7
05/01/2021,"Mallory Street, Marylebone",7
05/01/2021,"Manbre Road, Hammersmith",7
05/01/2021,"Marloes Road, Kensington",7
05/01/2021,"Museum of London, Barbican",7
05/01/2021,"Paddington Green, Paddington",7
05/01/2021,"Palissy Street, Shoreditch",7
05/01/2021,"Pall Mall East, West End",7
05/01/2021,"Park Street, Bankside",7
05/01/2021,"Putney Bridge Road, East Putney",7
05/01/2021,"Putney Pier, Wandsworth",7
05/01/2021,"Ram Street, Wandsworth",7
05/01/2021,"Rectory Square, Stepney",7
05/01/2021,"Saltoun Road, Brixton",7
05/01/2021,"Seymour Place, Marylebone",7
05/01/2021,"Snow Hill, Farringdon",7
05/01/2021,"Southwark Street, Bankside",7
05/01/2021,"Spindrift Avenue, Millwall",7
05/01/2021,"St. Mary Axe, Aldgate",7
05/01/2021,"Stamford Street, South Bank",7
05/01/2021,"Strata, Elephant & Castle",7
05/01/2021,"Torrens Street, Angel",7
05/01/2021,"Victoria Rise, Clapham Common",7
05/01/2021,"West Kensington Station, West Kensington",7
05/01/2021,"Westfield Ariel Way, White City",7
05/01/2021,"Wright's Lane, Kensington",7
05/01/2021,"Wynne Road, Stockwell",7
05/01/2021,"York Way, Kings Cross",7
05/01/2021,"Albert Embankment, Vauxhall",6
05/01/2021,"Aylward Street, Stepney",6
05/01/2021,"Bankside Mix, Bankside",6
05/01/2021,"Birkenhead Street, King's Cross",6
05/01/2021,"Blenheim Crescent, Ladbroke Grove",6
05/01/2021,"Central House, Aldgate",6
05/01/2021,"Chepstow Villas, Notting Hill",6
05/01/2021,"Colombo Street, Southwark",6
05/01/2021,"Cotton Garden Estate, Kennington",6
05/01/2021,"Crabtree Lane, Fulham",6
05/01/2021,"Eversholt Street , Camden Town",6
05/01/2021,"Fanshaw Street, Hoxton",6
05/01/2021,"Farm Street, Mayfair",6
05/01/2021,"Great Percy Street, Clerkenwell",6
05/01/2021,"Import Dock, Canary Wharf",6
05/01/2021,"Kensington Gore, Knightsbridge",6
05/01/2021,"Lincoln's Inn Fields, Holborn",6
05/01/2021,"Nantes Close, Wandsworth",6
05/01/2021,"Neville Gill Close, Wandsworth",6
05/01/2021,"Newby Place, Poplar",6
05/01/2021,"Nutford Place, Marylebone",6
05/01/2021,"Orsett Terrace, Bayswater",6
05/01/2021,"Poured Lines, Bankside",6
05/01/2021,"Rifle Place, Avondale",6
05/01/2021,"River Street , Clerkenwell",6
05/01/2021,"Sardinia Street, Holborn",6
05/01/2021,"Sirdar Road, Avondale",6
05/01/2021,"Snowsfields, London Bridge",6
05/01/2021,"Somerset House, Strand",6
05/01/2021,"Southampton Street, Strand",6
05/01/2021,"Southerton Road, Hammersmith",6
05/01/2021,"Spanish Road, Clapham Junction",6
05/01/2021,"St. John's Wood Church, The Regent's Park",6
05/01/2021,"Stratford Station, Stratford",6
05/01/2021,"Taviton Street, Bloomsbury",6
05/01/2021,"Upper Bank Street, Canary Wharf",6
05/01/2021,"Vauxhall Bridge , Pimlico",6
05/01/2021,"Victory Place, Walworth",6
05/01/2021,"Wapping High Street, Wapping",6
05/01/2021,"Waterloo Place, St. James's",6
05/01/2021,"Windsor Terrace, Hoxton",6
05/01/2021,"Aberfeldy Street, Poplar",5
05/01/2021,"Arlington Road, Camden Town",5
05/01/2021,"Baker Street, Marylebone",5
05/01/2021,"Bancroft Road, Bethnal Green",5
05/01/2021,"Blythe Road West, Shepherd's Bush",5
05/01/2021,"Breams Buildings, Holborn",5
05/01/2021,"British Museum, Bloomsbury",5
05/01/2021,"Broadley Terrace, Marylebone",5
05/01/2021,"Broomhouse Lane, Parsons Green",5
05/01/2021,"Bruton Street, Mayfair",5
05/01/2021,"Bury Place, Holborn",5
05/01/2021,"Clifford Street, Mayfair",5
05/01/2021,"Collingham Gardens, Earl's Court",5
05/01/2021,"Concert Hall Approach 1, South Bank",5
05/01/2021,"Concert Hall Approach 2, South Bank",5
05/01/2021,"Coram Street, Bloomsbury",5
05/01/2021,"Crinan Street, King's Cross",5
05/01/2021,"Dickens Square, Borough",5
05/01/2021,"East Ferry Road, Cubitt Town",5
05/01/2021,"Embankment (Savoy), Strand",5
05/01/2021,"Esmond Street, Putney",5
05/01/2021,"Geraldine Street, Elephant & Castle",5
05/01/2021,"Great Russell Street, Bloomsbury",5
05/01/2021,"Ilchester Gardens, Bayswater",5
05/01/2021,"Ilchester Place, Kensington",5
05/01/2021,"Kings Gate House, Westminster",5
05/01/2021,"Lansdowne Road, Ladbroke Grove",5
05/01/2021,"Longford Street, The Regent's Park",5
05/01/2021,"Lord's, St. John's Wood",5
05/01/2021,"Margery Street, Clerkenwell",5
05/01/2021,"Millennium Hotel, Mayfair",5
05/01/2021,"Morie Street, Wandsworth",5
05/01/2021,"Mostyn Grove, Bow",5
05/01/2021,"Orbel Street, Battersea",5
05/01/2021,"Scala Street, Fitzrovia",5
05/01/2021,"Seville Street, Knightsbridge",5
05/01/2021,"St. Chad's Street, King's Cross",5
05/01/2021,"The Tennis Courts, The Regent's Park",5
05/01/2021,"Upper Grosvenor Street, Mayfair",5
05/01/2021,"Waterloo Road, South Bank",5
05/01/2021,"Abbotsbury Road, Holland Park",4
05/01/2021,"Ackroyd Drive, Bow",4
05/01/2021,"Alma Road, Wandsworth",4
05/01/2021,"Bishop's Bridge Road East, Bayswater",4
05/01/2021,"Clarges Street, Mayfair",4
05/01/2021,"Eaton Square (South), Belgravia",4
05/01/2021,"Falkirk Street, Hoxton",4
05/01/2021,"Good's Way, King's Cross",4
05/01/2021,"Grant Road East, Clapham Junction",4
05/01/2021,"Greenberry Street, St.John's Wood",4
05/01/2021,"Hardwick Street, Clerkenwell",4
05/01/2021,"Harper Road, The Borough",4
05/01/2021,"Harrington Square 1, Camden Town",4
05/01/2021,"Heron Quays DLR, Canary Wharf",4
05/01/2021,"Hortensia Road, West Brompton",4
05/01/2021,"Houghton Street, Strand",4
05/01/2021,"Ingrave Street, Clapham Junction",4
05/01/2021,"Knightsbridge, Hyde Park",4
05/01/2021,"Lower Thames Street, Monument",4
05/01/2021,"Mudchute DLR, Cubitt Town",4
05/01/2021,"New North Road 1, Hoxton",4
05/01/2021,"New North Road 2, Hoxton",4
05/01/2021,"New Spring Gardens Walk, Vauxhall",4
05/01/2021,"Northdown Street, King's Cross",4
05/01/2021,"Oxford Road, Putney",4
05/01/2021,"Pancras Road, King's Cross",4
05/01/2021,"Penfold Street, Marylebone",4
05/01/2021,"Peterborough Road, Sands End",4
05/01/2021,"Preston's Road, Cubitt Town",4
05/01/2021,"Prince Consort Road, Knightsbridge",4
05/01/2021,"Princes Square, Bayswater",4
05/01/2021,"Putney Rail Station, Putney",4
05/01/2021,"Red Lion Square, Holborn",4
05/01/2021,"Risinghill Street, Angel",4
05/01/2021,"Rochester Row, Westminster",4
05/01/2021,"Royal Avenue 1, Chelsea",4
05/01/2021,"Selby Street, Whitechapel",4
05/01/2021,"Smugglers Way, Wandsworth",4
05/01/2021,"South Audley Street, Mayfair",4
05/01/2021,"Southern Grove, Bow",4
05/01/2021,"St John's Crescent, Brixton",4
05/01/2021,"St. John Street, Finsbury",4
05/01/2021,"Tate Modern, Bankside",4
05/01/2021,"Arundel Street, Temple",3
05/01/2021,"Barbican Centre, Barbican",3
05/01/2021,"Carey Street, Holborn",3
05/01/2021,"Clarkson Street, Bethnal Green",3
05/01/2021,"Drummond Street , Euston",3
05/01/2021,"Everington Street, Fulham",3
05/01/2021,"Exhibition Road Museums 2, South Kensington",3
05/01/2021,"Greycoat Street , Westminster",3
05/01/2021,"Jubilee Crescent, Cubitt Town",3
05/01/2021,"Killick Street, King's Cross",3
05/01/2021,"Kingsway, Covent Garden",3
05/01/2021,"Limburg Road, Clapham Junction",3
05/01/2021,"Millharbour, Millwall",3
05/01/2021,"Sheepcote Lane, Battersea",3
