,name,stationid,lat,lon,Unnamed: 0,End Date,counts
170,"Sedding Street, Sloane Square",5,51.49313,-0.156876,736,2020-12-30 09:00:00,3
171,"Sedding Street, Sloane Square",5,51.49313,-0.156876,1200,2020-12-30 10:00:00,1
172,"Sedding Street, Sloane Square",5,51.49313,-0.156876,1498,2020-12-30 11:00:00,3
173,"Sedding Street, Sloane Square",5,51.49313,-0.156876,1947,2020-12-30 12:00:00,4
174,"Sedding Street, Sloane Square",5,51.49313,-0.156876,2432,2020-12-30 13:00:00,9
175,"Sedding Street, Sloane Square",5,51.49313,-0.156876,3287,2020-12-30 14:00:00,2
176,"Sedding Street, Sloane Square",5,51.49313,-0.156876,3753,2020-12-30 15:00:00,3
177,"Sedding Street, Sloane Square",5,51.49313,-0.156876,4255,2020-12-30 16:00:00,5
178,"Sedding Street, Sloane Square",5,51.49313,-0.156876,4850,2020-12-30 17:00:00,3
179,"Sedding Street, Sloane Square",5,51.49313,-0.156876,5781,2020-12-30 19:00:00,2
180,"Sedding Street, Sloane Square",5,51.49313,-0.156876,6205,2020-12-30 20:00:00,1
181,"Sedding Street, Sloane Square",5,51.49313,-0.156876,6637,2020-12-30 22:00:00,2
182,"Sedding Street, Sloane Square",5,51.49313,-0.156876,7758,2020-12-31 09:00:00,1
183,"Sedding Street, Sloane Square",5,51.49313,-0.156876,8118,2020-12-31 10:00:00,1
184,"Sedding Street, Sloane Square",5,51.49313,-0.156876,8346,2020-12-31 11:00:00,4
185,"Sedding Street, Sloane Square",5,51.49313,-0.156876,8804,2020-12-31 12:00:00,4
186,"Sedding Street, Sloane Square",5,51.49313,-0.156876,9275,2020-12-31 13:00:00,5
187,"Sedding Street, Sloane Square",5,51.49313,-0.156876,9841,2020-12-31 14:00:00,4
188,"Sedding Street, Sloane Square",5,51.49313,-0.156876,10650,2020-12-31 15:00:00,1
189,"Sedding Street, Sloane Square",5,51.49313,-0.156876,10973,2020-12-31 16:00:00,3
190,"Sedding Street, Sloane Square",5,51.49313,-0.156876,11425,2020-12-31 17:00:00,4
191,"Sedding Street, Sloane Square",5,51.49313,-0.156876,12054,2020-12-31 18:00:00,1
192,"Sedding Street, Sloane Square",5,51.49313,-0.156876,13457,2020-12-31 23:00:00,1
193,"Sedding Street, Sloane Square",5,51.49313,-0.156876,14660,2021-01-01 09:00:00,2
194,"Sedding Street, Sloane Square",5,51.49313,-0.156876,15245,2021-01-01 12:00:00,4
195,"Sedding Street, Sloane Square",5,51.49313,-0.156876,15726,2021-01-01 13:00:00,2
196,"Sedding Street, Sloane Square",5,51.49313,-0.156876,16280,2021-01-01 14:00:00,1
197,"Sedding Street, Sloane Square",5,51.49313,-0.156876,17529,2021-01-01 17:00:00,1
198,"Sedding Street, Sloane Square",5,51.49313,-0.156876,19545,2021-01-02 10:00:00,1
199,"Sedding Street, Sloane Square",5,51.49313,-0.156876,19940,2021-01-02 11:00:00,1
200,"Sedding Street, Sloane Square",5,51.49313,-0.156876,21059,2021-01-02 13:00:00,1
201,"Sedding Street, Sloane Square",5,51.49313,-0.156876,21406,2021-01-02 14:00:00,4
202,"Sedding Street, Sloane Square",5,51.49313,-0.156876,22156,2021-01-02 15:00:00,3
203,"Sedding Street, Sloane Square",5,51.49313,-0.156876,22529,2021-01-02 16:00:00,10
204,"Sedding Street, Sloane Square",5,51.49313,-0.156876,23193,2021-01-02 17:00:00,4
205,"Sedding Street, Sloane Square",5,51.49313,-0.156876,23801,2021-01-02 18:00:00,1
206,"Sedding Street, Sloane Square",5,51.49313,-0.156876,24074,2021-01-02 19:00:00,2
207,"Sedding Street, Sloane Square",5,51.49313,-0.156876,25342,2021-01-03 04:00:00,1
208,"Sedding Street, Sloane Square",5,51.49313,-0.156876,25641,2021-01-03 09:00:00,1
209,"Sedding Street, Sloane Square",5,51.49313,-0.156876,26294,2021-01-03 11:00:00,1
210,"Sedding Street, Sloane Square",5,51.49313,-0.156876,26566,2021-01-03 12:00:00,4
211,"Sedding Street, Sloane Square",5,51.49313,-0.156876,27034,2021-01-03 13:00:00,8
212,"Sedding Street, Sloane Square",5,51.49313,-0.156876,27924,2021-01-03 14:00:00,2
213,"Sedding Street, Sloane Square",5,51.49313,-0.156876,28363,2021-01-03 15:00:00,3
214,"Sedding Street, Sloane Square",5,51.49313,-0.156876,29979,2021-01-03 19:00:00,1
215,"Sedding Street, Sloane Square",5,51.49313,-0.156876,30348,2021-01-03 21:00:00,3
216,"Sedding Street, Sloane Square",5,51.49313,-0.156876,31016,2021-01-04 06:00:00,1
217,"Sedding Street, Sloane Square",5,51.49313,-0.156876,31263,2021-01-04 07:00:00,1
218,"Sedding Street, Sloane Square",5,51.49313,-0.156876,31492,2021-01-04 08:00:00,3
219,"Sedding Street, Sloane Square",5,51.49313,-0.156876,31914,2021-01-04 09:00:00,2
220,"Sedding Street, Sloane Square",5,51.49313,-0.156876,32604,2021-01-04 11:00:00,1
221,"Sedding Street, Sloane Square",5,51.49313,-0.156876,34000,2021-01-04 15:00:00,1
222,"Sedding Street, Sloane Square",5,51.49313,-0.156876,34334,2021-01-04 16:00:00,2
223,"Sedding Street, Sloane Square",5,51.49313,-0.156876,34965,2021-01-04 17:00:00,1
224,"Sedding Street, Sloane Square",5,51.49313,-0.156876,35435,2021-01-04 18:00:00,1
225,"Sedding Street, Sloane Square",5,51.49313,-0.156876,35834,2021-01-04 19:00:00,1
226,"Sedding Street, Sloane Square",5,51.49313,-0.156876,37304,2021-01-05 07:00:00,1
227,"Sedding Street, Sloane Square",5,51.49313,-0.156876,37660,2021-01-05 08:00:00,1
228,"Sedding Street, Sloane Square",5,51.49313,-0.156876,37895,2021-01-05 09:00:00,3
229,"Sedding Street, Sloane Square",5,51.49313,-0.156876,38893,2021-01-05 12:00:00,3
230,"Sedding Street, Sloane Square",5,51.49313,-0.156876,39404,2021-01-05 13:00:00,1
231,"Sedding Street, Sloane Square",5,51.49313,-0.156876,40488,2021-01-05 16:00:00,1
232,"Sedding Street, Sloane Square",5,51.49313,-0.156876,40788,2021-01-05 17:00:00,2
233,"Sedding Street, Sloane Square",5,51.49313,-0.156876,41356,2021-01-05 18:00:00,1
234,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,161,2020-12-30 03:00:00,1
235,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,555,2020-12-30 08:00:00,1
236,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,1201,2020-12-30 10:00:00,1
237,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,1547,2020-12-30 11:00:00,2
238,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,1948,2020-12-30 12:00:00,4
239,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,2504,2020-12-30 13:00:00,4
240,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,3288,2020-12-30 14:00:00,2
241,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,3693,2020-12-30 15:00:00,4
242,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,4931,2020-12-30 17:00:00,2
243,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,5888,2020-12-30 19:00:00,1
244,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,7303,2020-12-31 07:00:00,1
245,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,7491,2020-12-31 08:00:00,1
246,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,8119,2020-12-31 10:00:00,1
247,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,8787,2020-12-31 12:00:00,5
248,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,9567,2020-12-31 13:00:00,1
249,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,10103,2020-12-31 14:00:00,1
250,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,10527,2020-12-31 15:00:00,2
251,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,11178,2020-12-31 16:00:00,1
252,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,11519,2020-12-31 17:00:00,2
253,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,12402,2020-12-31 19:00:00,1
254,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,16061,2021-01-01 14:00:00,4
255,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,16625,2021-01-01 15:00:00,2
256,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,17175,2021-01-01 16:00:00,1
257,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,17819,2021-01-01 18:00:00,1
258,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,18062,2021-01-01 19:00:00,1
259,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,19476,2021-01-02 10:00:00,2
260,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,20261,2021-01-02 12:00:00,3
261,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,20935,2021-01-02 13:00:00,2
262,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,21295,2021-01-02 14:00:00,7
263,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,22361,2021-01-02 15:00:00,1
264,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,22835,2021-01-02 16:00:00,2
265,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,24075,2021-01-02 19:00:00,2
266,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,25424,2021-01-03 07:00:00,1
267,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,25503,2021-01-03 08:00:00,1
268,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,25642,2021-01-03 09:00:00,1
269,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,25832,2021-01-03 10:00:00,2
270,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,26135,2021-01-03 11:00:00,3
271,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,26692,2021-01-03 12:00:00,2
272,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,27295,2021-01-03 13:00:00,2
273,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,28045,2021-01-03 14:00:00,1
274,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,28461,2021-01-03 15:00:00,2
275,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,29386,2021-01-03 17:00:00,1
276,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,29679,2021-01-03 18:00:00,1
277,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,30891,2021-01-04 03:00:00,1
278,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,30936,2021-01-04 05:00:00,1
279,"Broadcasting House, Marylebone",6,51.51811784,-0.144228881,31179,2021-01-04 07:00:00,2
